Date,Feedback,Label,Compound_Score,Clean_data
03-Aug-24,I hope you will act immediately to our concerns because there are many mosquitoes.,Negative,0.4404,hotline always busy
03-Aug-24,I message already my concern on messenger but there is no response from your agent,Negative,-0.4215,brownout sudden bill suddenly big
03-Aug-24,Your service is ugly Iselco,Negative,-0.5106,poor child
03-Aug-24,There is no notice in advance about brownout,Negative,-0.296,strict come billing service annoy
03-Aug-24,Thanks so much Iselco for always ghosting us,Negative,0.4404,iselco service ugly nothing change
06-Aug-24,"iselco, you already turned off the electricity ten times",Negative,0,double check reading electric meter inaccurate
06-Aug-24,"This morning we reported our concern, your service is very sloppy.",Negative,0,fix billing bill high
06-Aug-24,"please stop guessing the the electric bill, compute it properly",Negative,0.0258,no electric power no notice
06-Aug-24,I just paid the bill and it is brownout. why is that,Negative,0,pay bill correctly despite disappointed service
06-Aug-24,no explanation for the outage. You are very slow in providing a solution to your line problems.,Negative,-0.3818,seem like iselco electric charge inaccurate mislead
06-Aug-24,"the electric charge is already expensive, we tried to lower our electric consumption but the bill is still the same",Negative,-0.1531,please respond message one week
10-Aug-24,The speed of your service Iselco should give you an award.,Neutral,0.5423,still not receive bill due date
10-Aug-24,You should apologize for not taking action.,Negative,0.1027,hope notice complaint
10-Aug-24,"If there is a fee for faster service, we would gladly pay it to ensure we have electricity.",Neutral,0.5574,iselco crazy make electricity bill soar
10-Aug-24,electric meter was cut and pulled without us knowing and i did not receive any disconnection letter,Negative,-0.2732,already sent private message yet none respond
10-Aug-24,"Why is the electricity on and off, it is a simple electricity trick that will increase the pay",Negative,0.1779,want file complaint iselco billing bill unusually high month
27-Aug-24,"nine hours without electricity, we have been trying to contact your hotline but none is responding",Negative,0,iselco always charge excessively
27-Aug-24,We have not received our bill for two months,Negative,0,not really respond pole make burning
27-Aug-24,the bill was not sent on our home,Negative,0,no shame lightning electricity lose
Aug-24,little thunder and already brownout,Negative,0,already sent complaint electric meter no one come check
27-Aug-24,"There is no point in reporting to Iselco, no action is taken",Negative,-0.5267,please update advisory area affected brownout
27-Aug-24,very difficult to connect to landline and messenger,Negative,-0.4201,please update service since no electricity since yesterday
28-Aug-24,All your hotlines are not answering. Good service is not there!,Negative,-0.4015,bill expensive service slow
28-Aug-24,"fix the wire label, the barangay ON YOUR LIST IS WRONG",Negative,-0.5904,still time address fact electricity bill triple
28-Aug-24,Barangay Cataguing is not on the list but there is no electricity here,Negative,-0.4215,without bill month no notice
28-Aug-24,Bill has come down,Positive,0,contact number post website yet no one answer office
28-Aug-24,"Iselco, there is no electricity.",Negative,-0.296,electrical wire spark call customer service immediately no one come yet disappoint
28-Aug-24,Iselco I am insulted,Negative,-0.5106,thank fix energize line godbless
28-Aug-24,I messaged you but did not received any response,Negative,0,hour since power outage still no relief child
28-Aug-24,"numbers provided on your hotline are terrible, I can not reach anyone",Negative,-0.4895,tough work tomorrow top charge high
28-Aug-24,You should cover the cost of the electric wire we lost due to your accidental cut.,Negative,-0.5719,iselco please respond email fix bill job properly
28-Aug-24,Our area has been without electricity for days,Negative,0,hope fix meter reading give wrong result
29-Aug-24,"Your service claims to be always available, yet you keep telling me to come back another day without addressing my request.",Negative,0,every time rain little electricity go e make thing bad
29-Aug-24,"Maybe you want to act on my request urgently, it is taking too long",Neutral,0.0772,hope act immediately concern many mosquito
29-Aug-24,You did not reply on my messages,Negative,0,message already concern messenger no response agent
29-Aug-24,We reduced our electric consumption but we still got high electric bill,Negative,0,service ugly iselco
29-Aug-24,Why was there no notice at all when you removed my electric meter?,Negative,-0.296,no notice advance brownout
29-Aug-24,you are cutting our electric connection without even sending bills? Fix your process.,Negative,-0.128,thanks much iselco always ghost u
19-Sep-24,We have given a report that a wire is on fire yet no one came to fix it,Negative,-0.5574,iselco already turn electricity ten time
19-Sep-24,chat agent is not active and hotline does not really act on concerns,Negative,-0.3089,morning report concern service sloppy
19-Sep-24,you should take immediate action to repair the service,Neutral,0,please stop guess electric bill compute properly
19-Sep-24,the bill is high and the electric meter is unclear,Negative,-0.25,paid bill brownout
19-Sep-24,Suddenly the electricity disappeared without even a warning or notification,Negative,0.0351,no explanation outage slow provide solution line problem
19-Sep-24,Your messenger is useless,Negative,-0.4215,electric charge already expensive try low electric consumption bill still
19-Sep-24,The power supply still has not returned,Negative,0,speed service iselco give award
19-Sep-24,"bill increased significantly, your personnel are guessing the bill",Negative,0.2732,apologize not take action
19-Sep-24,Useless mobile number even in messenger you never reply to messages,Negative,-0.3612,fee faster service would gladly pay ensure electricity
19-Sep-24,do maintenance during the day,Neutral,0,electric meter cut pull without u know not receive disconnection letter
19-Sep-24,The electricity bill is unreasonably high,Negative,0,electricity simple electricity trick increase pay
20-Sep-24,There is still no bill of August! No sensible customer service,Negative,-0.5707,nine hour without electricity try contact hotline none respond
20-Sep-24,I messaged earlier but no response. The electricity still is not fixed,Negative,-0.4215,not receive bill two month
20-Sep-24,update promptly what time the electricity will be back,Neutral,0,bill not sent home
20-Sep-24,Low kind of service Iselco,Negative,-0.2732,little thunder already brownout
20-Sep-24,My advice to consumers use monitoring sheets,Neutral,0,no point reporting iselco no action take
20-Sep-24,They are fast when they are collecting the bill,Positive,0,difficult connect landline messenger
20-Sep-24,"our concern has not been resolved yet, followed up several times but no one responded",Negative,-0.4694,hotlines not answer good service not
20-Sep-24,Why are you guessing the reading of electric bill?,Negative,0,fix wire label barangay list wrong
20-Sep-24,brownout is constantly happening appliances are damaged,Negative,-0.4404,barangay cataguing not list no electricity
22-Sep-24,our concern on low wire has been ongoing for four years,Negative,-0.2732,bill come
22-Sep-24,"ISELCO, it is raining, and our electric meter is about to explode again",Negative,0,iselco no electricity
22-Sep-24,Will the rates be lower by October? It is not fair that you charge too much!,Negative,-0.5352,iselco insult
12-Jan-24,"bill is high every month, even with low consumption, this is unacceptable!",Negative,-0.6588,message not receive response
12-Jan-24,Your bill has a lot of hidden charges!,Negative,-0.3382,number provide hotline terrible not reach anyone
12-Jan-24,Iselco personnel who are reading our electric meter is deceiving us,Negative,-0.34,cover cost electric wire lose due accidental cut
12-Jan-24,Wondering why our electric bill is terribly high considering all our effort to save electricity,Negative,-0.1027,area without electricity day
12-Jan-24,"The power outage is more than whole day, still no update from you.",Negative,-0.296,service claim always available yet keep tell come back another day without address request
12-Jan-24,Thank you iselco for fixing the problem in our area,Positive,-0.0516,maybe want act request urgently take long
12-Jan-24,"fix and replace the wire you cut, we have been without electricity for a week",Negative,-0.2732,not reply message
12-Jan-24,Take care always especially linemen,Positive,0.4939,reduce electric consumption still get high electric bill
13-Jan-24,we sent a message that a house is on fire and no one responded,Negative,-0.5574,no notice remove electric meter
13-Jan-24,The duration of Iselco response takes so long,Negative,0,cut electric connection without even send bill fix process
13-Jan-24,"The size of your electric charge compared to last month is big, it soared high",Negative,0,give report wire fire yet no one come fix
13-Jan-24,Kindly attend your customers concern.,Negative,0.4939,chat agent not active hotline not really act concern
13-Jan-24,"I have not even used much electricity, but bill is too high. You are making us suffer too much.",Negative,-0.6956,take immediate action repair service
